strategy,hours_since_first_receipt,at_risk,first_sales,descriptive_survival
two_way,13.25,23,0,0.31081081081081097
two_way,13.5,23,0,0.31081081081081097
two_way,13.75,23,0,0.31081081081081097
two_way,14.0,23,0,0.31081081081081097
two_way,14.25,23,0,0.31081081081081097
two_way,14.5,23,0,0.31081081081081097
two_way,14.75,23,0,0.31081081081081097
two_way,15.0,23,0,0.31081081081081097
two_way,15.25,23,0,0.31081081081081097
two_way,15.5,23,0,0.31081081081081097
two_way,15.75,23,1,0.2972972972972975
two_way,16.0,22,0,0.2972972972972975
two_way,16.25,22,1,0.283783783783784
two_way,16.5,21,0,0.283783783783784
two_way,16.75,21,1,0.27027027027027045
two_way,17.0,20,0,0.27027027027027045
two_way,17.25,20,0,0.27027027027027045
two_way,17.5,20,0,0.27027027027027045
two_way,17.75,20,0,0.27027027027027045
two_way,18.0,20,0,0.27027027027027045
two_way,18.25,20,0,0.27027027027027045
two_way,18.5,20,0,0.27027027027027045
two_way,18.75,20,1,0.2567567567567569
two_way,19.0,19,0,0.2567567567567569
two_way,19.25,19,0,0.2567567567567569
two_way,19.5,19,0,0.2567567567567569
two_way,19.75,19,1,0.2432432432432434
two_way,20.0,18,0,0.2432432432432434
two_way,20.25,18,0,0.2432432432432434
two_way,20.5,18,0,0.2432432432432434
two_way,20.75,18,2,0.21621621621621634
two_way,21.0,16,0,0.21621621621621634
two_way,21.25,16,1,0.20270270270270282
two_way,21.5,15,1,0.1891891891891893
two_way,21.75,14,0,0.1891891891891893
two_way,22.0,14,0,0.1891891891891893
two_way,22.25,14,0,0.1891891891891893
two_way,22.5,14,0,0.1891891891891893
two_way,22.75,14,0,0.1891891891891893
two_way,23.0,14,1,0.1756756756756758
two_way,23.25,13,0,0.1756756756756758
two_way,23.5,13,1,0.16216216216216228
two_way,23.75,12,1,0.14864864864864874
two_way,24.0,11,1,0.13513513513513523
two_way,24.25,10,8,0.02702702702702704
two_way,24.5,2,1,0.01351351351351352
two_way,24.75,1,0,0.01351351351351352
two_way,25.0,1,1,0.0
two_way,25.25,0,0,0.0
two_way,25.5,0,0,0.0
two_way,25.75,0,0,0.0
